chrom	chromStart	chromEnd	name	title	trait	genes	orOrBeta	pValue	lincRNAsTranscripts_name	lincRNAsTranscripts_distance	lincRNAsTranscripts_feature	refGene_name	refGene_distance	refGene_feature
chr6	12903956	12903957	rs9349379	A genome-wide association study in europeans and South asians identifies 5 new Loci for coronary artery disease.	Coronary heart disease	PHACTR1	NR	9E-26	TCONS_00011454	318320	intergenic	PHACTR1	0	intron
chr6	12903956	12903957	rs9349379	A genome-wide association study in Europeans and South Asians identifies five new loci for coronary artery disease.	Coronary heart disease	PHACTR1	NR	9E-26	TCONS_00011454	318320	intergenic	PHACTR1	0	intron
chr6	12927543	12927544	rs12526453	Large-scale association analysis identifies 13 new susceptibility loci for coronary artery disease.	Coronary heart disease	PHACTR1	1.10	1E-9	TCONS_00011454	341907	intergenic	PHACTR1	0	intron
chr6	12927543	12927544	rs12526453	Genome-wide association of early-onset myocardial infarction with single nucleotide polymorphisms and copy number variants.	Myocardial infarction (early onset)	PHACTR1	1.12	1E-9	TCONS_00011454	341907	intergenic	PHACTR1	0	intron
chr6	13216057	13216058	rs4715166	Genome-wide association with bone mass and geometry in the Framingham Heart Study.	Hip geometry	PHACTR1	NR	3E-6	TCONS_00011697	-112841	intergenic	PHACTR1	0	intron
chr6	13270944	13270945	rs1223397	Genome-wide linkage and association scans for pulse pressure in Chinese twins.	Blood pressure	PHACTR1	NR	1E-7	TCONS_00011697	-57954	intergenic	PHACTR1	0	intron
chr6	13332466	13332467	rs499818	Framingham Heart Study 100K project: genome-wide associations for cardiovascular disease outcomes.	Major CVD	Intergenic	NR	7E-6	TCONS_00011697	2438	intergenic	TBC1D7	3679	intergenic
chr6	14096657	14096658	rs12529514	Meta-analysis identifies nine new loci associated with rheumatoid arthritis in the Japanese population.	Rheumatoid arthritis	CD83	1.14	2E-8	TCONS_00011269	89525	intergenic	CD83	-20828	intergenic
chr6	14173427	14173428	rs853356	Identification, replication, and fine-mapping of Loci associated with adult height in individuals of african ancestry.	Height	Intergenic	.04	3E-6	TCONS_00011455	-56577	intergenic	CD83	36279	intergenic
chr6	14587002	14587003	rs12213875	Genetic variants and environmental factors associated with hormonal markers of ovarian reserve in Caucasian and African American women.	Ovarian reserve	JARID2	NR	3E-7	TCONS_00011703	72305	intergenic	CD83	449854	intergenic
chr6	14596364	14596365	rs6914079	Genetic correlates of brain aging on MRI and cognitive test measures: a genome-wide association and linkage analysis in the Framingham Study.	Cognitive test performance	Intergenic	NR	2E-6	TCONS_00011704	-65194	intergenic	CD83	459216	intergenic
chr6	14598819	14598820	rs7770731	Genome-wide pharmacogenomic study of neurocognition as an indicator of antipsychotic treatment response in schizophrenia.	Working memory	Intergenic	NR	1E-6	TCONS_00011704	-62739	intergenic	CD83	461671	intergenic
chr6	15089150	15089151	rs6941421	Genome-wide association analysis of susceptibility and clinical phenotype in multiple sclerosis.	Multiple sclerosis (severity)	JARID2	NR	6E-6	TCONS_00011458	0	nc_intron	JARID2	-157054	intergenic
chr6	16127406	16127407	rs3757354	Biological, clinical and population relevance of 95 loci for blood lipids.	LDL cholesterol	IDOL	1.43	1E-11	TCONS_00012092	0	nc_exon	MYLIP	-1909	intergenic
chr6	16127406	16127407	rs3757354	Biological, clinical and population relevance of 95 loci for blood lipids.	Cholesterol, total	IDOL	1.46	3E-9	TCONS_00012092	0	nc_exon	MYLIP	-1909	intergenic
chr6	16161424	16161425	rs6924995	Genetic determinants of statin-induced low-density lipoprotein cholesterol reduction: the Justification for the Use of Statins in Prevention: an Intervention Trial Evaluating Rosuvastatin (JUPITER) trial.	Response to statin therapy (LDL-C)	GMPR, IDOL, MYLIP	4.10	5E-7	TCONS_l2_00024057	0	nc_exon	MYLIP	12946	intergenic
chr6	16197193	16197194	rs2142672	Genetic variants influencing circulating lipid levels and risk of coronary artery disease.	LDL cholesterol	MYLIP,GMPR	.01	2E-8	TCONS_00012093	-29275	intergenic	GMPR	-41616	intergenic
chr6	16343055	16343056	rs9383153	Genome-wide association study of a quantitative disordered gambling trait.	Gambling	ATXN1, GMPR	.33	5E-6	TCONS_00012093	115225	intergenic	ATXN1	0	intron+utr5
chr6	16742032	16742033	rs697739	Reduced expression of the Kinesin-Associated Protein 3 (KIFAP3) gene increases survival in sporadic amyotrophic lateral sclerosis.	Amyotrophic lateral sclerosis	ATXN1	2.04	4E-6	TCONS_l2_00024063;TCONS_l2_00024062	-276254;-276254	intergenic;intergenic	ATXN1	0	intron+utr5
chr6	17241153	17241154	rs1322846	Genome-wide association study of antibody response to smallpox vaccine.	Immune response to smallpox vaccine (IL-6)	RBM24	NR	6E-7	TCONS_00011710	-91306	intergenic	RBM24	-40654	intergenic
chr6	17699321	17699322	rs12199222	Many sequence variants affecting diversity of adult human height.	Height	NUP153, CAP2, KIF13A	4.40	7E-7	TCONS_l2_00024066	111903	intergenic	NUP153	0	intron
chr6	17813824	17813825	rs10456809	A genome-wide search for loci interacting with known prostate cancer risk-associated genetic variants.	Prostate cancer (gene x gene interaction)	KIF13A	1.25	5E-6	TCONS_l2_00024066	226406	intergenic	KIF13A	0	intron
chr6	18791722	18791723	rs41441749	Genome-wide association scan of quantitative traits for attention deficit hyperactivity disorder identifies novel associations and confirms candidate gene associations.	Hyperactive-impulsive symptoms	Intergenic	NR	1E-6	TCONS_00012100	34024	intergenic	MIR548A1	219611	intergenic
chr6	19785587	19785588	rs7739264	Genome-wide association meta-analysis identifies new endometriosis risk loci.	Endometriosis	NR	1.17	4E-10	TCONS_00011208	-16806	intergenic	ID4	-52012	intergenic
chr6	19841492	19841493	rs1047014	Hundreds of variants clustered in genomic loci and biological pathways affect human height.	Height	ID4	.03	2E-13	TCONS_00011715	31966	intergenic	ID4	0	exon+utr3
chr6	19969637	19969638	rs16883019	Genome-wide association of lipid-lowering response to statins in combined study populations.	Response to statin therapy	LOC729105, ID4, MBOAT1	NR	7E-7	TCONS_l2_00024643	-73264	intergenic	ID4	127206	intergenic
chr6	20156173	20156174	rs1202199	Genome-wide association scan of quantitative traits for attention deficit hyperactivity disorder identifies novel associations and confirms candidate gene associations.	Hyperactive-impulsive symptoms	Intergenic	NR	9E-6	TCONS_l2_00024643	110869	intergenic	MBOAT1;MBOAT1	0;0	nc_intron;intron
chr6	20652716	20652717	rs9295474	Transferability of type 2 diabetes implicated loci in multi-ethnic cohorts from Southeast Asia.	Type 2 diabetes	CDKAL1	1.16	9E-6	TCONS_00012106	318033	intergenic	CDKAL1	0	intron
chr6	20657563	20657564	rs4712523	Genetic variant near IRS1 is associated with type 2 diabetes, insulin resistance and hyperinsulinemia.	Type 2 diabetes and other traits	CDKAL1	1.20	2E-12	TCONS_00012106	322880	intergenic	CDKAL1	0	intron
chr6	20657563	20657564	rs4712523	Confirmation of multiple risk Loci and genetic impacts by a genome-wide association study of type 2 diabetes in the Japanese population.	Type 2 diabetes	CDKAL1	1.27	7E-20	TCONS_00012106	322880	intergenic	CDKAL1	0	intron
chr6	20657864	20657865	rs4712524	SNPs in KCNQ1 are associated with susceptibility to type 2 diabetes in East Asian and European populations.	Type 2 diabetes	CDKAL1	1.22	3E-10	TCONS_00012106	323181	intergenic	CDKAL1	0	intron
chr6	20661033	20661034	rs10946398	Adiposity-related heterogeneity in patterns of type 2 diabetes susceptibility observed in genome-wide association data.	Type 2 diabetes	CDKAL	1.18	7E-7	TCONS_00012106	326350	intergenic	CDKAL1	0	intron
chr6	20661033	20661034	rs10946398	Replication of genome-wide association signals in UK samples reveals risk loci for type 2 diabetes.	Type 2 diabetes	CDKAL1	1.16	1E-8	TCONS_00012106	326350	intergenic	CDKAL1	0	intron
chr6	20661249	20661250	rs7754840	A Genome-Wide Association Study Identifies GRK5 and RASGRP1 as Type 2 Diabetes Loci in Chinese Hans.	Type 2 diabetes	CDKAL1	1.35	7E-10	TCONS_00012106	326566	intergenic	CDKAL1	0	intron
chr6	20661249	20661250	rs7754840	A genome-wide association study of gestational diabetes mellitus in Korean women.	Diabetes (gestational)	CDKAL1	1.52	7E-16	TCONS_00012106	326566	intergenic	CDKAL1	0	intron
chr6	20661249	20661250	rs7754840	A genome-wide association study of type 2 diabetes in Finns detects multiple susceptibility variants.	Type 2 diabetes	CDKAL1	1.12	4E-11	TCONS_00012106	326566	intergenic	CDKAL1	0	intron
chr6	20661249	20661250	rs7754840	Genome-wide association analysis identifies loci for type 2 diabetes and triglyceride levels.	Type 2 diabetes	CDKAL1	1.12	4E-11	TCONS_00012106	326566	intergenic	CDKAL1	0	intron
chr6	20679708	20679709	rs7756992	A variant in CDKAL1 influences insulin response and risk of type 2 diabetes.	Type 2 diabetes	CDKAL1	1.20	8E-9	TCONS_00012106	345025	intergenic	CDKAL1	0	intron
chr6	20685485	20685486	rs9356744	Meta-analysis identifies common variants associated with body mass index in east Asians.	Body mass index	CDKAL1	3.39	2E-11	TCONS_00012106	350802	intergenic	CDKAL1	0	intron
chr6	20686572	20686573	rs7766070	Stratifying type 2 diabetes cases by BMI identifies genetic risk variants in LAMA1 and enrichment for risk variants in lean compared to obese cases.	Type 2 diabetes	CDKAL1	1.26	7E-10	TCONS_00012106	351889	intergenic	CDKAL1	0	intron
chr6	20686572	20686573	rs7766070	Stratifying type 2 diabetes cases by BMI identifies genetic risk variants in LAMA1 and enrichment for risk variants in lean compared to obese cases.	Type 2 diabetes	CDKAL1	1.21	6E-11	TCONS_00012106	351889	intergenic	CDKAL1	0	intron
chr6	20688120	20688121	rs10440833	Twelve type 2 diabetes susceptibility loci identified through large-scale association analysis.	Type 2 diabetes	CDKAL1	1.25	2E-22	TCONS_00012106	353437	intergenic	CDKAL1	0	intron
chr6	20694883	20694884	rs2206734	Common variants at CDKAL1 and KLF9 are associated with body mass index in east Asian populations.	Body mass index	CDKAL1	.04	1E-11	TCONS_00012106	360200	intergenic	CDKAL1	0	intron
chr6	20694883	20694884	rs2206734	A pilot genome-wide association study shows genomic variants enriched in the non-tumor cells of patients with well-differentiated neuroendocrine tumors of the ileum.	Ileal carcinoids	CDKAL1	3.45	8E-6	TCONS_00012106	360200	intergenic	CDKAL1	0	intron
chr6	20703951	20703952	rs6931514	Meta-analysis of genome-wide association data and large-scale replication identifies additional susceptibility loci for type 2 diabetes.	Type 2 diabetes	CDKAL1	1.25	1E-11	TCONS_00012106	369268	intergenic	CDKAL1	0	intron
chr6	20717254	20717255	rs9465871	Genome-wide association study of 14,000 cases of seven common diseases and 3,000 shared controls.	Type 2 diabetes	CDKAL1	1.18	3E-7	TCONS_00012106	382571	intergenic	CDKAL1	0	intron
chr6	20725422	20725423	rs7747752	Association of glycosylated hemoglobin with the gene encoding CDKAL1 in the Korean Association Resource (KARE) study.	Glycated hemoglobin levels	CDKAL1	.05	1E-11	TCONS_00012106	390739	intergenic	CDKAL1	0	intron
chr6	20728730	20728731	rs6908425	Genome-wide meta-analysis increases to 71 the number of confirmed Crohn's disease susceptibility loci.	Crohn's disease	CDKAL1	1.17	1E-8	TCONS_00012106	394047	intergenic	CDKAL1	0	intron
chr6	20728730	20728731	rs6908425	Genome-wide association defines more than 30 distinct susceptibility loci for Crohn's disease.	Crohn's disease	CDKAL1	1.21	9E-10	TCONS_00012106	394047	intergenic	CDKAL1	0	intron
chr6	21384612	21384613	rs9466056	Genome-wide association study using extreme truncate selection identifies novel genes affecting bone mineral density and fracture risk.	Bone mineral density	SOX4	.05	4E-6	TCONS_00011274	29085	intergenic	CDKAL1	151978	intergenic
chr6	22017737	22017738	rs1928168	Genome-wide association and large-scale follow up identifies 16 new loci influencing lung function.	Pulmonary function	AK026189	.03	2E-7	TCONS_00011466	36036	intergenic	LINC00340	0	nc_intron
chr6	22125963	22125964	rs4712653	Integrative genomics identifies LMO1 as a neuroblastoma oncogene.	Neuroblastoma	FLJ22536, FLJ44180	1.40	8E-17	TCONS_00011466	144262	intergenic	LINC00340	0	nc_intron
chr6	22131928	22131929	rs9295536	Common variation at 6q16 within HACE1 and LIN28B influences susceptibility to neuroblastoma.	Neuroblastoma	LINC00340, FLJ44180	1.36	8E-16	TCONS_00011466	150227	intergenic	LINC00340	0	nc_intron
chr6	22140003	22140004	rs6939340	Chromosome 6p22 locus associated with clinically aggressive neuroblastoma.	Neuroblastoma	FLJ22536, FLJ44180	1.37	9E-15	TCONS_00011466	158302	intergenic	LOC729177;LINC00340	0;0	nc_intron;nc_intron
chr6	22246603	22246604	rs4236016	Hypertrophy-associated polymorphisms ascertained in a founder cohort applied to heart failure risk and mortality.	Cardiac hypertrophy	SOX4	NR	4E-6	TCONS_00011730	-102842	intergenic	PRL	-40868	intergenic
chr6	22304203	22304204	rs1341239	Genome-wide association identifies three new susceptibility loci for Paget's disease of bone.	Paget's disease	PRL	1.20	4E-6	TCONS_00011730	-45242	intergenic	PRL	1121	intergenic
chr6	22743402	22743403	rs10498712	Genome-wide association studies in an isolated founder population from the Pacific Island of Kosrae.	Quantitative traits	Intergenic	.23	9E-6	TCONS_00011731	78956	intergenic	HDGFL1	172652	intergenic
chr6	23077310	23077311	rs9393366	Genome-wide association study of Tourette's syndrome.	Tourette syndrome	Intergenic	1.27	8E-6	TCONS_l2_00024089	-260626	intergenic	HDGFL1	506560	intergenic
chr6	23437675	23437676	rs7771911	Genome-wide analysis of polymorphisms associated with cytokine responses in smallpox vaccine recipients.	Immune reponse to smallpox (secreted IL-12p40)	LOC100131805	NR	2E-12	TCONS_00011737	0	nc_intron	NRSN1	-688737	intergenic
chr6	24107092	24107093	rs6922632	Whole genome association scan for genetic polymorphisms influencing information processing speed.	Information processing speed	NRSN1	.19	4E-6	TCONS_00011737	651367	intergenic	NRSN1	-19320	intergenic
chr6	24234932	24234933	rs793834	Whole genome association scan for genetic polymorphisms influencing information processing speed.	Information processing speed	DCDC2	.15	3E-6	TCONS_00011739	-562011	intergenic	DCDC2	0	intron
chr6	24306386	24306387	rs16889038	Genome-wide association studies identify CHRNA5/3 and HTR4 in the development of airflow obstruction.	Airflow obstruction	DCDC2	1.39	8E-7	TCONS_00011739	-490557	intergenic	DCDC2	0	intron
chr6	24441745	24441746	rs9467160	Population-based genome-wide association studies reveal six loci influencing plasma levels of liver enzymes.	Liver enzyme levels	GPLD1	.03	1E-11	TCONS_00011739	-355198	intergenic	GPLD1	0	intron
chr6	24491474	24491475	rs1883415	Genome-wide association study identifies loci influencing concentrations of liver enzymes in plasma.	Liver enzyme levels (alkaline phosphatase)	ALDH5A1, GPLD1	3.10	6E-26	TCONS_00011739	-305469	intergenic	GPLD1	1624	intergenic
chr6	24544966	24544967	rs16889440	Radiation pharmacogenomics: a genome-wide association approach to identify radiation response biomarkers using human lymphoblastoid cell lines.	Radiation response	KIAA0319	NR	2E-6	TCONS_00011739	-251977	intergenic	KIAA0319	0	exon+utr3
chr6	24749412	24749413	rs17419851	Duffy-null-associated low neutrophil counts influence HIV-1 susceptibility in high-risk South African black women.	Neutrophil count	AL133264.1, RP3-369A17.4	NR	9E-6	TCONS_00011739	-47531	intergenic	GMNN	-25745	intergenic
chr6	24863074	24863075	rs4256430	Family-based genome-wide association study of frontal theta oscillations identifies potassium channel gene KCNJ6.	Electroencephalographic traits in alcoholism	FAM65B	.10	8E-6	TCONS_l2_00024648	63975	intergenic	FAM65B	0	intron
chr6	25488582	25488583	rs2274089	Variants in TF and HFE explain approximately 40% of genetic variation in serum-transferrin levels.	Iron status biomarkers	LRRC16A	NR	5E-6	TCONS_l2_00024099;TCONS_l2_00024098	-244043;-244043	intergenic;intergenic	LRRC16A	0	intron
chr6	25488582	25488583	rs2274089	Variants in TF and HFE explain approximately 40% of genetic variation in serum-transferrin levels.	Iron status biomarkers	LRRC16	NR	8E-7	TCONS_l2_00024099;TCONS_l2_00024098	-244043;-244043	intergenic;intergenic	LRRC16A	0	intron
chr6	25488582	25488583	rs2274089	Variants in TF and HFE explain approximately 40% of genetic variation in serum-transferrin levels.	Iron status biomarkers	LRRC16	NR	3E-7	TCONS_l2_00024099;TCONS_l2_00024098	-244043;-244043	intergenic;intergenic	LRRC16A	0	intron
chr6	25533533	25533534	rs12526480	A meta-analysis and genome-wide association study of platelet count and mean platelet volume in african americans.	Mean platelet volume	LRRC16A	4.39	9E-9	TCONS_l2_00024099;TCONS_l2_00024098	-199092;-199092	intergenic;intergenic	LRRC16A	0	intron
chr6	25548287	25548288	rs441460	New gene functions in megakaryopoiesis and platelet formation.	Platelet counts	LRRC16	3.08	9E-18	TCONS_l2_00024098;TCONS_l2_00024099	-184338;-184338	intergenic;intergenic	LRRC16A	0	intron
chr6	25607570	25607571	rs742132	Meta-analysis of 28,141 individuals identifies common variants within five new loci that influence uric acid concentrations.	Uric acid levels	LRRC16A, SCGN	.05	9E-9	TCONS_l2_00024098;TCONS_l2_00024099	-125055;-125055	intergenic;intergenic	LRRC16A	0	intron
chr6	25641199	25641200	rs932316	Variants in TF and HFE explain approximately 40% of genetic variation in serum-transferrin levels.	Iron status biomarkers	SCGN	NR	9E-6	TCONS_l2_00024098;TCONS_l2_00024099	-91426;-91426	intergenic;intergenic	SCGN	-11228	intergenic
chr6	25772046	25772047	rs4712972	Meta-analysis of genome-wide association studies from the CHARGE consortium identifies common variants associated with carotid intima media thickness and plaque.	Carotid intima media thickness	SLC17A4	.01	8E-8	TCONS_l2_00024098;TCONS_l2_00024099	34109;34109	intergenic;intergenic	SLC17A4	0	intron
chr6	25776948	25776949	rs11754288	Genetic variants in LPL, OASL and TOMM40/APOE-C1-C2-C4 genes are associated with multiple cardiovascular-related traits.	Cardiovascular disease risk factors	SLC17A4	.08	4E-9	TCONS_l2_00024098;TCONS_l2_00024099	39011;39011	intergenic;intergenic	SLC17A4	0	cds
chr6	25813149	25813150	rs1165196	Multiple genetic loci influence serum urate levels and their relationship with gout and cardiovascular disease risk factors.	Urate levels	SLC17A1	6.21	5E-25	TCONS_l2_00024098;TCONS_l2_00024099	75212;75212	intergenic;intergenic	SLC17A1	0	cds
chr6	25820438	25820439	rs17270561	Variants in TF and HFE explain approximately 40% of genetic variation in serum-transferrin levels.	Iron status biomarkers	SLC17A1	NR	5E-7	TCONS_l2_00024099;TCONS_l2_00024098	82501;82501	intergenic;intergenic	SLC17A1	0	intron
chr6	25821769	25821770	rs17342717	Identification of a common variant in the TFR2 gene implicated in the physiological regulation of serum iron levels.	Iron levels	SLC17A1	36.50	5E-9	TCONS_l2_00024098;TCONS_l2_00024099	83832;83832	intergenic;intergenic	SLC17A1	0	intron
chr6	25821769	25821770	rs17342717	Novel association to the proprotein convertase PCSK7 gene locus revealed by analysing soluble transferrin receptor (sTfR) levels.	Iron status biomarkers	HFE	.09	9E-10	TCONS_l2_00024098;TCONS_l2_00024099	83832;83832	intergenic;intergenic	SLC17A1	0	intron
chr6	25821769	25821770	rs17342717	A genome-wide association study of red blood cell traits using the electronic medical record.	Red blood cell traits	SLC17A1	.38	5E-8	TCONS_l2_00024098;TCONS_l2_00024099	83832;83832	intergenic;intergenic	SLC17A1	0	intron
chr6	25823443	25823444	rs1183201	Meta-analysis of 28,141 individuals identifies common variants within five new loci that influence uric acid concentrations.	Uric acid levels	SLC17A1	.06	3E-14	TCONS_l2_00024099;TCONS_l2_00024098	85506;85506	intergenic;intergenic	SLC17A1	0	intron
chr6	25842950	25842951	rs1408272	Novel association to the proprotein convertase PCSK7 gene locus revealed by analysing soluble transferrin receptor (sTfR) levels.	Iron status biomarkers	HFE	.04	9E-9	TCONS_00011741	-94610	intergenic	SLC17A3	-2376	intergenic
chr6	25842950	25842951	rs1408272	Multiple loci influence erythrocyte phenotypes in the CHARGE Consortium.	Mean corpuscular hemoglobin	SLC17A3	.02	4E-39	TCONS_00011741	-94610	intergenic	SLC17A3	-2376	intergenic
chr6	25842950	25842951	rs1408272	Sequence variants in three loci influence monocyte counts and erythrocyte volume.	Hematology traits	HFE	.32	1E-11	TCONS_00011741	-94610	intergenic	SLC17A3	-2376	intergenic
chr6	25870541	25870542	rs1165205	Association of three genetic loci with uric acid concentration and risk of gout: a genome-wide association study.	Urate levels	SLC17A3	.09	4E-29	TCONS_00011741	-67019	intergenic	SLC17A3	0	intron+utr5
chr6	25997457	25997458	rs12216125	Variants in TF and HFE explain approximately 40% of genetic variation in serum-transferrin levels.	Iron status biomarkers	TRIM38	NR	4E-6	TCONS_00012437;TCONS_00011743;TCONS_00011742	0;0;0	nc_intron;nc_intron;nc_intron	TRIM38	9900	intergenic
chr6	26031612	26031613	rs10484434	Genomewide association study for determinants of HIV-1 acquisition and viral set point in HIV-1 serodiscordant couples with quantified virus exposure.	HIV-1 viral setpoint	HIST1H4A	NR	1E-6	TCONS_00012113	25116	intergenic	HIST1H3B	-203	intergenic
chr6	26091178	26091179	rs1799945	Genetic variants in novel pathways influence blood pressure and cardiovascular disease risk.	Systolic blood pressure	HFE	.63	8E-12	TCONS_00012113	84682	intergenic	HFE;HFE	0;0	intron;cds
chr6	26091178	26091179	rs1799945	Genetic variants in novel pathways influence blood pressure and cardiovascular disease risk.	Hypertension	HFE	.10	2E-10	TCONS_00012113	84682	intergenic	HFE;HFE	0;0	intron;cds
chr6	26091178	26091179	rs1799945	Genetic variants in novel pathways influence blood pressure and cardiovascular disease risk.	Diastolic blood pressure	HFE	.46	2E-15	TCONS_00012113	84682	intergenic	HFE;HFE	0;0	intron;cds
chr6	26091178	26091179	rs1799945	Identification of a common variant in the TFR2 gene implicated in the physiological regulation of serum iron levels.	Iron levels	HFE	4.95	3E-9	TCONS_00012113	84682	intergenic	HFE;HFE	0;0	intron;cds
chr6	26093140	26093141	rs1800562	Genetic variants in LPL, OASL and TOMM40/APOE-C1-C2-C4 genes are associated with multiple cardiovascular-related traits.	Cardiovascular disease risk factors	HFE	.18	5E-12	TCONS_00012113	86644	intergenic	HFE;HFE	0;0	intron;cds
chr6	26093140	26093141	rs1800562	Association of HFE and TMPRSS6 genetic variants with iron and erythrocyte parameters is only in part dependent on serum hepcidin concentrations.	Hepcidin levels	HFE	.51	5E-11	TCONS_00012113	86644	intergenic	HFE;HFE	0;0	intron;cds
chr6	26093140	26093141	rs1800562	Association of HFE and TMPRSS6 genetic variants with iron and erythrocyte parameters is only in part dependent on serum hepcidin concentrations.	Hepcidin levels	HFE	.44	4E-9	TCONS_00012113	86644	intergenic	HFE;HFE	0;0	intron;cds
chr6	26093140	26093141	rs1800562	Association of HFE and TMPRSS6 genetic variants with iron and erythrocyte parameters is only in part dependent on serum hepcidin concentrations.	Hepcidin levels	HFE	.39	3E-7	TCONS_00012113	86644	intergenic	HFE;HFE	0;0	intron;cds
chr6	26093140	26093141	rs1800562	Association of HFE and TMPRSS6 genetic variants with iron and erythrocyte parameters is only in part dependent on serum hepcidin concentrations.	Hepcidin levels	HFE	.61	3E-15	TCONS_00012113	86644	intergenic	HFE;HFE	0;0	intron;cds
chr6	26093140	26093141	rs1800562	Genome-wide association study identifies two loci strongly affecting transferrin glycosylation.	Alcohol consumption	HFE	.63	2E-32	TCONS_00012113	86644	intergenic	HFE;HFE	0;0	intron;cds
chr6	26093140	26093141	rs1800562	A genome-wide association study of red blood cell traits using the electronic medical record.	Red blood cell traits	HFE	1.09	6E-7	TCONS_00012113	86644	intergenic	HFE;HFE	0;0	intron;cds
chr6	26093140	26093141	rs1800562	A genome-wide association study of red blood cell traits using the electronic medical record.	Red blood cell traits	HFE	.49	3E-9	TCONS_00012113	86644	intergenic	HFE;HFE	0;0	intron;cds
chr6	26093140	26093141	rs1800562	A genome-wide association study of red blood cell traits using the electronic medical record.	Red blood cell traits	HFE	.49	3E-9	TCONS_00012113	86644	intergenic	HFE;HFE	0;0	intron;cds
chr6	26093140	26093141	rs1800562	Common variants at 10 genomic loci influence hemoglobin A&#x02081;(C) levels via glycemic and nonglycemic pathways.	Glycated hemoglobin levels	HFE	.06	3E-20	TCONS_00012113	86644	intergenic	HFE;HFE	0;0	intron;cds
chr6	26093140	26093141	rs1800562	Biological, clinical and population relevance of 95 loci for blood lipids.	LDL cholesterol	HFE,HIST1H4C	2.22	6E-10	TCONS_00012113	86644	intergenic	HFE;HFE	0;0	intron;cds
chr6	26093140	26093141	rs1800562	Biological, clinical and population relevance of 95 loci for blood lipids.	Cholesterol, total	HFE,HIST1H4C	2.16	2E-8	TCONS_00012113	86644	intergenic	HFE;HFE	0;0	intron;cds
chr6	26093140	26093141	rs1800562	Multiple loci influence erythrocyte phenotypes in the CHARGE Consortium.	Mean corpuscular volume	HFE	.01	1E-46	TCONS_00012113	86644	intergenic	HFE;HFE	0;0	intron;cds
chr6	26093140	26093141	rs1800562	Multiple loci influence erythrocyte phenotypes in the CHARGE Consortium.	Hemoglobin	HFE	.16	6E-19	TCONS_00012113	86644	intergenic	HFE;HFE	0;0	intron;cds
chr6	26093140	26093141	rs1800562	Multiple loci influence erythrocyte phenotypes in the CHARGE Consortium.	Hematocrit	HFE	.31	2E-9	TCONS_00012113	86644	intergenic	HFE;HFE	0;0	intron;cds
chr6	26093140	26093141	rs1800562	Common variants in TMPRSS6 are associated with iron status and erythrocyte volume.	Iron status biomarkers	HFE	.20	5E-7	TCONS_00012113	86644	intergenic	HFE;HFE	0;0	intron;cds
chr6	26093140	26093141	rs1800562	Common variants in TMPRSS6 are associated with iron status and erythrocyte volume.	Iron status biomarkers	HFE	.22	2E-8	TCONS_00012113	86644	intergenic	HFE;HFE	0;0	intron;cds
chr6	26093140	26093141	rs1800562	A genome-wide meta-analysis identifies 22 loci associated with eight hematological parameters in the HaemGen consortium.	Hematological parameters	HFE	1.41	1E-23	TCONS_00012113	86644	intergenic	HFE;HFE	0;0	intron;cds
chr6	26093140	26093141	rs1800562	Variants in TF and HFE explain approximately 40% of genetic variation in serum-transferrin levels.	Iron status biomarkers	HFE	NR	4E-15	TCONS_00012113	86644	intergenic	HFE;HFE	0;0	intron;cds
chr6	26093140	26093141	rs1800562	Variants in TF and HFE explain approximately 40% of genetic variation in serum-transferrin levels.	Iron status biomarkers	HFE	.66	4E-11	TCONS_00012113	86644	intergenic	HFE;HFE	0;0	intron;cds
chr6	26093140	26093141	rs1800562	Variants in TF and HFE explain approximately 40% of genetic variation in serum-transferrin levels.	Iron status biomarkers	HFE	.68	1E-10	TCONS_00012113	86644	intergenic	HFE;HFE	0;0	intron;cds
chr6	26107462	26107463	rs198846	Genome-wide association study identifies six new loci influencing pulse pressure and mean arterial pressure.	Blood pressure	HFE	.48	2E-12	TCONS_00012113	100966	intergenic	HIST1H1T	-176	intergenic
chr6	26107462	26107463	rs198846	Genome-wide association study identifies variants in TMPRSS6 associated with hemoglobin levels.	Hemoglobin	HFE	NR	1E-8	TCONS_00012113	100966	intergenic	HIST1H1T	-176	intergenic
chr6	26116981	26116982	rs12206204	Genome-wide association meta-analysis for total serum bilirubin levels.	Bilirubin levels	HIST1H2BC	.18	8E-7	TCONS_00012113	110485	intergenic	HIST1H2BC	-6712	intergenic
chr6	26200676	26200677	rs806794	Hundreds of variants clustered in genomic loci and biological pathways affect human height.	Height	Histone cluster	.05	1E-39	TCONS_l2_00024656	-120791	intergenic	HIST1H2BF	460	intergenic
chr6	26233386	26233387	rs10946808	Meta-analysis of genome-wide scans for human adult stature identifies novel Loci and associations with measures of skeletal frame size.	Height	HIST1H1D	.07	6E-12	TCONS_l2_00024656	-88081	intergenic	HIST1H1D	-1052	intergenic
chr6	26233386	26233387	rs10946808	Many sequence variants affecting diversity of adult human height.	Height	Histone class 1, Butyrophilin genes	5.60	6E-10	TCONS_l2_00024656	-88081	intergenic	HIST1H1D	-1052	intergenic
chr6	26233386	26233387	rs10946808	Identification of ten loci associated with height highlights new biological pathways in human growth.	Height	HIST1H1D	.36	4E-17	TCONS_l2_00024656	-88081	intergenic	HIST1H1D	-1052	intergenic
